Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI,NDVI,NDWI,NDSI_water,NDTI,Turbidity_Index,Chlorophyll_Proxy,BSI,SWIR22_NIR_ratio,SWIR16_NIR_ratio,Green_NIR_ratio,SWIR22_Green_ratio,SWIR16_Green_ratio,log_nir,log_green,log_swir16,log_swir22,nir_squared,swir22_squared
-28.760833,17.730278,02-01-2011,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225,-0.01043509020162712,0.01043509020162712,0.19825913690944263,-0.19825913690944263,0.6690880448100764,-0.02065464729565014,-0.19193116987496162,0.6831992850759546,0.6869973190348464,1.021090259159955,0.6690880448100764,0.6728076317171304,9.322865162818028,9.343734255146714,8.947480984955748,8.941937914256359,125216100.0,58446025.0
-26.861111,28.884722,03-01-2011,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211,0.29801348843192277,-0.29801348843192277,-0.05088451600079482,0.05088451600079482,1.1072251308900407,0.8490575916230172,-0.05604610995749955,0.5988051080216293,0.7784636294135925,0.5408160376022848,1.1072251308900407,1.4394240837696184,9.779029161186362,9.164401140034737,9.52861226838197,9.266248003914479,311822622.25,111809476.0
-26.45,28.085833,03-01-2011,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494,0.17315850366370933,-0.17315850366370933,-0.1396813932025194,0.1396813932025194,1.324720149253719,0.41884328358207634,0.10747784183805162,0.9336620644312891,1.1817225509533125,0.7047994740302386,1.324720149253719,1.6766791044775964,9.629774129311743,9.27995971385624,9.796737182589247,9.561138078742038,231344100.0,201668401.0
-27.671111,27.236944,03-01-2011,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852,0.1526906697638399,-0.1526906697638399,-0.020585339658104267,0.020585339658104267,1.0420360047518866,0.36041304943798447,-0.017830755590582174,0.7659703096661465,0.9083092631154638,0.7350708671995652,1.0420360047518866,1.235675774467685,9.608310798322087,9.30054663986233,9.512147218473359,9.341719450032562,221622769.0,130028409.0
-27.356667,27.286389,03-01-2011,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826,0.2782271846872497,-0.2782271846872497,-0.00733853908229084,0.00733853908229084,1.0147855827413732,0.7709550118389712,-0.08270027446828178,0.5730160144992092,0.7526220399916764,0.5646670826276818,1.0147855827413732,1.3328597737437375,9.730888577890296,9.159415430790892,9.44671599205911,9.174091239301061,283198412.25,92987449.0
-27.01011111,26.69808333,04-01-2011,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309,0.08746228189093416,-0.08746228189093416,0.1002900079093061,-0.1002900079093061,0.8177025926103338,0.19169022859058615,-0.11606227731953703,0.6861704266698783,0.7704588410342963,0.8391442473961408,0.8177025926103338,0.9181482723918061,9.428230146341845,9.252872902694886,9.167485061669753,9.051637680780862,154591922.25,72786492.25
-25.127778,27.628889,04-01-2011,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741,0.20183027646402737,-0.20183027646402737,-0.0031215482879507934,0.0031215482879507934,1.0062626457269293,0.505732729550024,-0.04489845115410095,0.6682876887637488,0.8528282569746499,0.6641284873304241,1.0062626457269293,1.2841314192118454,8.963800242855577,8.5545853106333,8.804625232612809,8.560827228436299,61058596.0,27269284.0
-25.20639,27.558,04-01-2011,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,0.14920338156397275,-0.14920338156397275,0.10159189580318327,-0.10159189580318327,0.8155543878087153,0.35073806907752014,-0.13237679925440937,0.6037842617152919,0.729655172413788,0.740335985853222,0.8155543878087153,0.985573018678632,9.556656851786691,9.256030497893299,9.241499834225285,9.052164937010307,199868906.25,72863296.0
-24.69514,27.40906,04-01-2011,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377,0.18694158075601305,-0.18694158075601305,0.0495083663964117,-0.0495083663964117,0.9056541748849356,0.45984784446321547,-0.09691740660077044,0.620375731840696,0.7668725471273192,0.6850028951939736,0.9056541748849356,1.1195172349018399,9.651429991057276,9.273127360074948,9.386014886048343,9.17403939224985,241584849.0,92977806.25
-26.98472222,26.63227778,04-01-2011,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067,0.14550020929259044,-0.14550020929259044,-0.0745098039215683,0.0745098039215683,1.161016949152531,0.3405506025276639,0.03963659752371756,0.8660746912226788,1.0240078930059122,0.745962142804935,1.161016949152531,1.3727343979621693,9.523982546097495,9.23092700558457,9.547705067380415,9.380209720830898,187224489.0,140434350.25
