Latitude,Longitude,Sample Date,pet,ppt,tmax,def,pdsi,q
-28.760833,17.730278,02-01-2011,236.3000030517578,8.3,35.7599983215332,228.40000915527344,-1.159999966621399,0.4
-26.861111,28.884722,03-01-2011,134.3000030517578,175.0,25.40999984741211,0.0,1.5399999618530273,8.8
-26.45,28.085833,03-01-2011,141.5,156.10000000000002,26.06999969482422,0.0,-0.6200000047683716,7.800000000000001
-27.671111,27.236944,03-01-2011,152.40000915527344,194.70000000000002,27.599998474121094,0.0,3.0799999237060547,16.1
-27.356667,27.286389,03-01-2011,151.90000915527344,180.4,27.209999084472656,0.0,2.690000057220459,9.0
-27.01011111,26.69808333,04-01-2011,155.6999969482422,168.5,27.849998474121094,0.0,2.180000066757202,8.4
-25.127778,27.628889,04-01-2011,158.1999969482422,107.4,30.329999923706055,56.10000228881836,-1.2999999523162842,5.4
-25.20639,27.558,04-01-2011,156.5,110.10000000000001,30.029998779296875,51.900001525878906,-1.2799999713897705,5.5
-24.69514,27.40906,04-01-2011,157.8000030517578,108.2,30.51999855041504,54.900001525878906,-1.100000023841858,5.4
-26.98472222,26.63227778,04-01-2011,155.1999969482422,170.3,28.010000228881836,0.0,2.109999895095825,8.5
-28.141944,26.417778,04-01-2011,157.0,187.0,28.170000076293945,0.0,3.109999895095825,9.3
-27.398611,26.614722,04-01-2011,160.6999969482422,173.20000000000002,28.35999870300293,0.0,2.4800000190734863,8.700000000000001
-33.501667,21.624167,04-01-2011,185.90000915527344,15.700000000000001,29.510000228881836,171.0,-1.8399999141693115,0.8
-32.502778,19.535833,04-01-2011,229.60000610351562,4.0,34.0099983215332,225.8000030517578,-2.6499998569488525,0.2
-25.45963889,28.26430556,04-01-2011,149.5,122.4,28.779998779296875,33.10000228881836,-1.309999942779541,6.1000000000000005
-27.495556,26.074722,04-01-2011,163.8000030517578,162.8,28.59000015258789,9.100000381469727,2.379999876022339,8.1
-26.648056,27.089444,05-01-2011,148.1999969482422,156.60000000000002,26.829999923706055,0.0,1.6799999475479126,7.800000000000001
-26.970278,27.211111,05-01-2011,149.3000030517578,169.5,27.0,0.0,2.180000066757202,8.5
-27.38972222,26.46388889,05-01-2011,162.1999969482422,170.20000000000002,28.479999542236328,0.5,2.429999828338623,8.5
-27.044444,27.005,05-01-2011,151.6999969482422,172.0,27.399999618530273,0.0,2.2699999809265137,8.6
-30.830556,26.921389,06-01-2011,152.0,138.0,28.329999923706055,20.899999618530273,2.700000047683716,6.9
-27.00222,28.76528,06-01-2011,134.6999969482422,179.4,25.6299991607666,0.0,1.7899999618530273,9.0
-27.02314,28.59389,06-01-2011,136.90000915527344,179.20000000000002,25.959999084472656,0.0,1.8700000047683716,9.0
-30.679722,26.7125,06-01-2011,155.60000610351562,135.3,29.420000076293945,27.0,2.7100000381469727,6.800000000000001
-30.160091,27.40124,06-01-2011,141.10000610351562,207.0,27.469999313354492,0.0,3.509999990463257,36.9
-32.595833,19.009444,06-01-2011,231.10000610351562,4.5,33.849998474121094,226.6999969482422,-3.0799999237060547,0.2
-25.99136,27.84208,10-01-2011,144.6999969482422,160.3,26.599998474121094,0.0,-1.0699999332427979,8.0
-26.73806,27.59194,10-01-2011,144.5,166.60000000000002,26.349998474121094,0.0,1.7799999713897705,8.3
-26.45,28.085833,10-01-2011,141.5,156.10000000000002,26.06999969482422,0.0,-0.6200000047683716,7.800000000000001
-30.86013889,29.07125,10-01-2011,125.0999984741211,211.9,25.899999618530273,0.0,5.21999979019165,86.10000000000001
-27.356667,27.286389,10-01-2011,151.90000915527344,180.4,27.209999084472656,0.0,2.690000057220459,9.0
-27.01011111,26.69808333,11-01-2011,155.6999969482422,168.5,27.849998474121094,0.0,2.180000066757202,8.4
-25.73411,27.21422,11-01-2011,146.60000610351562,150.70000000000002,27.579999923706055,3.299999952316284,-1.2200000286102295,7.5
-26.98472222,26.63227778,11-01-2011,155.1999969482422,170.3,28.010000228881836,0.0,2.109999895095825,8.5
-27.398611,26.614722,11-01-2011,160.6999969482422,173.20000000000002,28.35999870300293,0.0,2.4800000190734863,8.700000000000001
-27.671111,27.236944,11-01-2011,152.40000915527344,194.70000000000002,27.599998474121094,0.0,3.0799999237060547,16.1
-29.160278,26.573333,11-01-2011,155.90000915527344,195.5,28.75,0.0,3.43999981880188,18.3
-34.250556,20.9925,11-01-2011,178.5,13.700000000000001,29.31999969482422,165.1999969482422,-2.4700000286102295,0.7000000000000001
-25.45963889,28.26430556,11-01-2011,149.5,122.4,28.779998779296875,33.10000228881836,-1.309999942779541,6.1000000000000005
-25.81048333,27.90955222,12-01-2011,147.5,149.4,27.599998474121094,5.5,-1.090000033378601,7.5
-27.273889,28.49,12-01-2011,136.3000030517578,192.70000000000002,25.869998931884766,0.0,2.119999885559082,18.0
-27.4275,28.525833,12-01-2011,134.90000915527344,202.5,25.76999855041504,0.0,2.4099998474121094,34.2
-28.883333,27.89,12-01-2011,132.60000610351562,268.2,25.829999923706055,0.0,3.9099998474121094,108.7
-27.00222,28.76528,13-01-2011,134.6999969482422,179.4,25.6299991607666,0.0,1.7899999618530273,9.0
-27.02314,28.59389,13-01-2011,136.90000915527344,179.20000000000002,25.959999084472656,0.0,1.8700000047683716,9.0
-30.534167,24.961944,13-01-2011,178.90000915527344,94.7,30.599998474121094,89.0,2.6499998569488525,4.7
-28.460833,21.248889,13-01-2011,217.3000030517578,74.9,35.14999771118164,146.1999969482422,2.8999998569488525,3.7
-29.658056,25.973333,14-01-2011,157.6999969482422,146.9,28.889999389648438,18.100000381469727,3.119999885559082,7.300000000000001
-28.760833,17.730278,16-01-2011,236.3000030517578,8.3,35.7599983215332,228.40000915527344,-1.159999966621399,0.4
-25.513889,31.224444,17-01-2011,135.1999969482422,44.5,29.670000076293945,89.70000457763672,-1.6699999570846558,2.2
-26.861111,28.884722,17-01-2011,124.9000015258789,55.1,26.959999084472656,54.900001525878906,1.209999918937683,2.8000000000000003
-31.554722,29.245556,17-01-2011,114.20000457763672,44.6,26.920000076293945,39.79999923706055,3.3399999141693115,2.2
-28.058889,30.373611,17-01-2011,125.5999984741211,70.3,27.689998626708984,25.5,2.809999942779541,3.5
-25.127778,27.628889,18-01-2011,146.0,47.7,31.549999237060547,100.5999984741211,-1.709999918937683,2.4000000000000004
-25.20639,27.558,18-01-2011,145.0,49.800000000000004,31.279998779296875,97.70000457763672,-1.659999966621399,2.5
-24.69514,27.40906,18-01-2011,150.40000915527344,56.0,31.92999839782715,97.20000457763672,-1.4900000095367432,2.8000000000000003
-25.681111,31.783333,18-01-2011,133.60000610351562,38.2,31.1299991607666,96.9000015258789,-1.8299999237060547,1.9000000000000001
-27.802778,28.768333,18-01-2011,119.4000015258789,71.7,26.53999900817871,31.5,2.8999998569488525,3.6
-27.398611,26.614722,18-01-2011,136.1999969482422,87.9,29.510000228881836,52.10000228881836,2.559999942779541,4.4
-31.104278,29.399722,18-01-2011,118.5999984741211,49.900000000000006,27.760000228881836,35.0,4.730000019073486,2.5
-31.396,29.2651,18-01-2011,120.70000457763672,44.900000000000006,28.119998931884766,46.60000228881836,4.099999904632568,2.2
-33.38056,19.30167,18-01-2011,164.6999969482422,3.9000000000000004,30.17999839782715,160.60000610351562,-3.7300000190734863,0.2
-33.31388889,19.07472222,18-01-2011,176.1999969482422,3.1,32.55999755859375,172.60000610351562,-3.7799999713897705,0.2
-27.495556,26.074722,18-01-2011,137.40000915527344,100.60000000000001,29.53999900817871,41.79999923706055,2.549999952316284,5.0
-24.39619444,27.08983333,19-01-2011,152.8000030517578,58.2,32.349998474121094,97.5,-1.2599999904632568,2.9000000000000004
-26.970278,27.211111,19-01-2011,131.90000915527344,70.9,28.439998626708984,60.400001525878906,2.2200000286102295,3.5
-26.880278,26.965,19-01-2011,133.0,76.0,28.689998626708984,58.79999923706055,2.0,3.8000000000000003
-27.273889,28.49,19-01-2011,125.20000457763672,63.2,27.59000015258789,39.0,2.1399998664855957,3.2
-27.3,28.586944,19-01-2011,124.20000457763672,62.300000000000004,27.35999870300293,39.70000076293945,2.2300000190734863,3.1
-27.044444,27.005,19-01-2011,132.90000915527344,76.4,28.709999084472656,55.900001525878906,2.2300000190734863,3.8000000000000003
-30.568333,29.422778,19-01-2011,115.30000305175781,61.7,26.059999465942383,20.899999618530273,5.299999713897705,3.1
-30.570833,29.150556,19-01-2011,114.9000015258789,67.8,25.599998474121094,19.0,4.880000114440918,3.4000000000000004
-34.031944,22.053333,19-01-2011,123.0,11.9,26.94999885559082,111.70000457763672,-2.5999999046325684,0.6000000000000001
-33.13083,18.86278,19-01-2011,175.10000610351562,2.2,33.04999923706055,172.90000915527344,-3.919999837875366,0.1
-33.7075,18.97444444,19-01-2011,177.10000610351562,4.2,32.16999816894531,171.90000915527344,-3.5299999713897705,0.2
-25.57877778,29.12747222,19-01-2011,137.60000610351562,35.1,29.81999969482422,104.0999984741211,-1.9799998998641968,1.8
-26.006389,29.253889,20-01-2011,126.30000305175781,40.5,27.15999984741211,84.5,-1.809999942779541,2.0
